"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"burning_hot","burning","hot",15,2729,8614
"forces_defence","forces","defence",12,11569,11634
"to_bump","to","bump",62,2593392,415
"hun_sen","hun","sen",101,190,198
"that_faces","that","faces",25,1048180,4419
"to_temperatures","to","temperatures",12,2593392,1437
"wool_sweater","wool","sweater",12,1735,567
"must_finish","must","finish",25,68791,4355
"of_proxy","of","proxy",20,3041281,351
"party_may","party","may",112,37409,127119
"both_based","both","based",14,67232,18468
"few_flowers","few","flowers",23,43283,5255
"past_performance","past","performance",43,25286,12843
"titles_were","titles","were",37,2132,307547
"stairs_were","stairs","were",40,3274,307547
"print_services","print","services",18,3091,24622
"it_stopped","it","stopped",177,918894,8856
"carol_was","carol","was",30,1042,860745
"then_making","then","making",38,153059,26946
"greeks_had","greeks","had",27,687,412099
"relates_directly","relates","directly",15,1445,8588
"homes_was","homes","was",21,5960,860745
"sheep_goats","sheep","goats",12,2868,522
"genital_mutilation","genital","mutilation",15,209,82
"cottage_he","cottage","he",23,2981,588865
"monitoring_service","monitoring","service",13,2693,30014
"renewable_resources","renewable","resources",20,331,10368
"cases_was","cases","was",94,18075,860745
"their_new-found","their","new-found",32,254217,231
"the_nimbus","the","nimbus",14,6036130,83
"knew_everyone","knew","everyone",17,23876,11740
"the_enigma","the","enigma",56,6036130,224
"comprised_only","comprised","only",12,735,148191
"die_at","die","at",64,5292,521986
"of_brighton","of","brighton",79,3041281,1421
"against_first","against","first",15,54845,120285
"technically_i","technically","i",11,1001,720226
"some_as","some","as",180,166759,653528
"perambulation_of","perambulation","of",12,37,3041281
"have_inflicted","have","inflicted",32,447159,532
"broadcasting_for","broadcasting","for",15,1746,877618
"to_talbot","to","talbot",15,2593392,475
"boughs_of","boughs","of",12,74,3041281
"such_experience","such","experience",30,106950,21002
"reality_is","reality","is",387,6365,970830
"full_market","full","market",23,28117,29564
"incursion_of","incursion","of",19,73,3041281
"better_yet","better","yet",19,34513,33596
"that_resembled","that","resembled",17,1048180,409
"writing_new","writing","new",15,11312,123449
"to_rate","to","rate",83,2593392,18909
"myth_that","myth","that",156,1442,1048180
"flak_jacket","flak","jacket",12,175,2760
"lion's_den","lion's","den",15,198,461
"struggle_up","struggle","up",17,4313,206222
"by_translating","by","translating",17,511973,254
"useful_hints","useful","hints",12,9895,680
"anything_has","anything","has",30,27087,252098
"his_assignment","his","assignment",15,409172,1107
"partnership_agreement","partnership","agreement",102,3396,13166
"of_commemorative","of","commemorative",13,3041281,190
"had_outlived","had","outlived",17,412099,87
"adopted_when","adopted","when",24,5345,208943
"basis_has","basis","has",21,14346,252098
"belief_that","belief","that",1863,5050,1048180
"current_budget","current","budget",12,14184,8152
"she'd_love","she'd","love",14,8588,21811
"door_up","door","up",19,23008,206222
"and_adhered","and","adhered",12,2614893,309
"rationality_of","rationality","of",71,600,3041281
"gdr_and","gdr","and",21,193,2614893
"solution_for","solution","for",219,6758,877618
"like_yourself","like","yourself",81,146876,10131
"after_application","after","application",11,113561,9885
"photographs_that","photographs","that",48,3148,1048180
"told_reporters","told","reporters",130,35313,709
"NUM_six","NUM","six",130,1265511,28773
"beautiful_she","beautiful","she",43,8236,321346
"to_outrun","to","outrun",12,2593392,45
"mr_murdoch's","mr","murdoch's",12,58363,92
"a_smoke","a","smoke",114,2169721,3763
"good_name","good","name",103,77084,24896
"will_accrue","will","accrue",21,250441,200
"four_chapters","four","chapters",24,44195,1957
"private_joke","private","joke",19,17496,2068
"contribution_they","contribution","they",36,5289,374148
"that_bt","that","bt",21,1048180,947
"social_influences","social","influences",21,41460,1662
"most_notably","most","notably",365,97960,2357
"of_care","of","care",1417,3041281,24170
"screwed_it","screwed","it",16,492,918894
"which_greatly","which","greatly",53,364831,3290
"addition_if","addition","if",41,9909,253058
"august_we","august","we",29,7904,299533
"its_emotional","its","emotional",23,160263,3538
"you_yours","you","yours",15,579748,3066
"ballot_paper","ballot","paper",56,978,16550
"who_told","who","told",398,191162,35313
"rhythms_the","rhythms","the",11,560,6036130
"these_programs","these","programs",39,123180,1754
"for_interpretation","for","interpretation",32,877618,4278
"would_fit","would","fit",138,228948,8016
"be_down","be","down",287,649613,91262
"nevertheless_when","nevertheless","when",32,7026,208943
"work_are","work","are",302,88987,456718
"by_inch","by","inch",46,511973,1827
"ruled_this","ruled","this",13,2387,452531
"united_democratic","united","democratic",49,18824,5874
"she_envied","she","envied",15,321346,157
"peculiar_to","peculiar","to",227,1374,2593392
"for_ladies","for","ladies",45,877618,2630
"message_is","message","is",346,6642,970830
"lift_your","lift","your",64,4109,133494
"air_at","air","at",116,18098,521986
"nations_cup","nations","cup",13,4003,11878
"chief_secretary","chief","secretary",165,11028,15023
"guardian_to","guardian","to",20,2126,2593392
"see_re","see","re",15,113356,3071
"separateness_and","separateness","and",17,62,2614893
"monitoring_by","monitoring","by",21,2693,511973
"funds_if","funds","if",15,6207,253058
"men_rather","men","rather",22,35217,41714
"on_i'm","on","i'm",84,727437,62149
"obtain_these","obtain","these",16,4536,123180
"following_her","following","her",180,26516,302784
"eating_food","eating","food",15,4119,18428
"seeded_and","seeded","and",26,142,2614893
"and_unsafe","and","unsafe",15,2614893,386
"to_polling","to","polling",16,2593392,514
"of_paving","of","paving",18,3041281,457
"for_despatch","for","despatch",20,877618,327
"mr_hallam","mr","hallam",14,58363,97
"receiving_a","receiving","a",303,3226,2169721
"watching_this","watching","this",66,6149,452531
"hanging_his","hanging","his",11,2876,409172
"sean_gregan","sean","gregan",12,816,22
"club_has","club","has",235,15190,252098
"on_finance","on","finance",31,727437,7406
"the_saturation","the","saturation",29,6036130,265
"NUM_decreased","NUM","decreased",14,1265511,779
"was_unmistakably","was","unmistakably",26,860745,154
"reflected_it","reflected","it",12,3905,918894
"and_claims","and","claims",177,2614893,8863
"fully_computerised","fully","computerised",13,8768,576
"important_influence","important","influence",89,38584,10318
"ssr_which","ssr","which",16,592,364831
"place_while","place","while",68,47738,54704
"brown_daily","brown","daily",12,8064,7476
"i_with","i","with",117,720226,658333
"all_concern","all","concern",12,275882,10204
"nigeria_on","nigeria","on",11,648,727437
"xvi_NUM","xvi","NUM",16,104,1265511
"somewhere_she","somewhere","she",31,6564,321346
"office_into","office","into",14,24537,157599
"have_common","have","common",40,447159,19758
"closer_into","closer","into",16,4460,157599
"or_explain","or","explain",44,368104,7627
"properly_maintained","properly","maintained",24,5486,4050
"relative_contribution","relative","contribution",18,5760,5289
"chips_is","chips","is",12,1784,970830
"the_pickup","the","pickup",65,6036130,336
"a_coroner","a","coroner",40,2169721,667
"do_kill","do","kill",11,175340,4431
"been_slapped","been","slapped",12,259718,476
"dell_and","dell","and",25,319,2614893
"public_parks","public","parks",26,38169,1401
"from_federal","from","federal",14,423379,3640
"bingo_hall","bingo","hall",23,316,11481
"contradiction_of","contradiction","of",68,776,3041281
"to_cow","to","cow",13,2593392,1149
"the_absolutist","the","absolutist",19,6036130,48
"energy_review","energy","review",11,11845,9411
"average_woman","average","woman",12,9818,20106
"national_renewal","national","renewal",18,37442,1045
"and_julia","and","julia",93,2614893,1279
"or_suffered","or","suffered",16,368104,5276
"the_adobe","the","adobe",15,6036130,214
"suspect_not","suspect","not",16,2825,448154
"guilt_or","guilt","or",63,1618,368104
"require_frequent","require","frequent",11,6819,2410
"any_memory","any","memory",17,121356,7316
"uniform_which","uniform","which",23,2451,364831
"help_has","help","has",21,36617,252098
"hearing_this","hearing","this",43,5206,452531
"and_movie","and","movie",12,2614893,1749
"more_aid","more","aid",17,208888,8753
"phoning_up","phoning","up",14,314,206222
"summer_schools","summer","schools",31,10542,15140
"got_close","got","close",27,89709,20681
"done_time","done","time",11,33944,151986
"slightly_open","slightly","open",32,8557,29326
"misunderstandings_of","misunderstandings","of",16,212,3041281
"british_than","british","than",15,35364,144557
"boxes_of","boxes","of",227,2601,3041281
"of_earthquakes","of","earthquakes",25,3041281,215
"power_we","power","we",45,31184,299533
"and_supportive","and","supportive",114,2614893,777
"children_suffer","children","suffer",21,41066,3413
"she_acted","she","acted",33,321346,2236
"their_self-image","their","self-image",18,254217,208
"divine_the","divine","the",13,1350,6036130
"indeed_almost","indeed","almost",21,18003,30245
"should_hit","should","hit",11,104688,9603
"implementation_will","implementation","will",19,2822,250441
"woman_beside","woman","beside",15,20106,5363
"clean_hands","clean","hands",16,6215,17741
"hair_more","hair","more",23,13329,208888
"without_destroying","without","destroying",36,44648,773
"effective_health","effective","health",13,9885,24249
"is_destroying","is","destroying",23,970830,773
"children's_bureau","children's","bureau",21,4424,1389
"presses_and","presses","and",17,331,2614893
"will_obviously","will","obviously",223,250441,10568
"cash_boost","cash","boost",32,8359,1986
"lower_house","lower","house",228,12218,48762
"tv_play","tv","play",12,6214,20937
"enough_up","enough","up",14,30865,206222
"is_once","is","once",192,970830,36827
"domestic_problems","domestic","problems",39,6772,26965
"breed_was","breed","was",36,1849,860745
"NUM_tuesday","NUM","tuesday",15,1265511,3168
"events_after","events","after",20,10210,113561
"effort_must","effort","must",18,7539,68791
"average_with","average","with",19,9818,658333
"idea_into","idea","into",44,20892,157599
"christianity_for","christianity","for",13,1710,877618
"the_wallet","the","wallet",100,6036130,549
"the_hm","the","hm",12,6036130,503
"are_later","are","later",34,456718,38208
"recommendations_with","recommendations","with",24,2528,658333
"have_extracted","have","extracted",14,447159,756
"NUM_behind","NUM","behind",93,1265511,22358
"to_supporting","to","supporting",64,2593392,2998
"suggest_why","suggest","why",14,8769,44655
"by_tree","by","tree",11,511973,6037
"the_protestants","the","protestants",61,6036130,454
"church_music","church","music",114,19659,14540
"quick_as","quick","as",130,5647,653528
"wouldn't_speak","wouldn't","speak",32,15772,8932
"and_dieter","and","dieter",18,2614893,202
"schedule_but","schedule","but",23,2429,443525
"angry_eyes","angry","eyes",13,3970,27269
"capitation_and","capitation","and",12,105,2614893
"only_building","only","building",18,148191,18481
"female_NUM","female","NUM",43,6670,1265511
"complaints_procedures","complaints","procedures",35,2631,5211
"tripping_up","tripping","up",12,155,206222
"won_out","won","out",21,11552,196367
"pleasant_change","pleasant","change",25,2562,31326
"this_addendum","this","addendum",11,452531,85
"age_he","age","he",124,21315,588865
"all_received","all","received",19,275882,13042
"gain_power","gain","power",26,5130,31184
"steep_path","steep","path",25,1539,5975
"songs_but","songs","but",38,2831,443525
"where_they'll","where","they'll",30,102130,4698
"the_irrationality","the","irrationality",21,6036130,100
"my_leaving","my","leaving",11,145643,9444
"army_out","army","out",14,10775,196367
"feeling_one","feeling","one",11,12358,287758
"ahead_the","ahead","the",91,8471,6036130
"sides_NUM","sides","NUM",11,6162,1265511
"a_swede","a","swede",23,2169721,137
"at_control","at","control",19,521986,28537
"lush_green","lush","green",33,404,13900
"total_wealth","total","wealth",18,17345,3748
"defeated_a","defeated","a",32,1732,2169721
"or_field","or","field",29,368104,14922
"pay_NUM","pay","NUM",687,21594,1265511
"gives_further","gives","further",23,10282,35587
